Order No,Time from pickup to arrival
Order_No_9259,1943.693063597081
Order_No_25775,798.796005882685
Order_No_27000,3119.4424336148345
Order_No_3562,1681.4956619082823
Order_No_3834,2255.1769481659967
Order_No_28050,1140.7906560643385
Order_No_4564,1259.0170789671545
Order_No_18590,1497.5433750450682
Order_No_12094,1943.693063597081
Order_No_22260,1497.5433750450682
Order_No_1152,1140.7906560643385
Order_No_22288,1404.9538532225324
Order_No_22638,1497.5433750450682
Order_No_16583,1954.670488713925
Order_No_3876,2579.4766761217825
Order_No_14541,1907.1879056667644
Order_No_23704,2467.338666864748
Order_No_27696,1681.4956619082823
Order_No_4087,2255.1769481659967
Order_No_13266,1681.4956619082823
Order_No_22646,2255.1769481659967
Order_No_11943,2141.730103526224
Order_No_6739,1404.9538532225324
Order_No_2336,1584.965293379055
Order_No_17722,798.796005882685
Order_No_7499,1404.9538532225324
Order_No_20228,1681.4956619082823
Order_No_7655,1681.4956619082823
Order_No_21241,1497.5433750450682
Order_No_19340,1140.7906560643385
Order_No_24601,1404.9538532225324
Order_No_8349,1140.7906560643385
Order_No_11639,1584.965293379055
Order_No_15751,1637.9364266939724
Order_No_19087,860.820708423676
Order_No_15822,798.796005882685
Order_No_21382,1584.965293379055
Order_No_18697,2579.4766761217825
Order_No_16484,1404.9538532225324
Order_No_19889,1584.965293379055
Order_No_15114,1907.1879056667644
Order_No_13952,1497.5433750450682
Order_No_9615,860.820708423676
Order_No_16596,2997.7017061657116
Order_No_9572,2437.2701370328455
Order_No_18077,1497.5433750450682
Order_No_27741,498.31110655555744
Order_No_25342,2141.730103526224
Order_No_26752,798.796005882685
Order_No_14659,860.820708423676
Order_No_27204,860.820708423676
Order_No_27632,1943.693063597081
Order_No_21355,798.796005882685
Order_No_26489,2255.1769481659967
Order_No_14032,860.820708423676
Order_No_26949,2141.730103526224
Order_No_3013,595.3626455109278
Order_No_12648,1584.965293379055
Order_No_2952,1497.5433750450682
Order_No_16664,1497.5433750450682
Order_No_27657,1681.4956619082823
Order_No_10839,860.820708423676
Order_No_6320,2312.468287878481
Order_No_11605,595.3626455109278
Order_No_15775,1637.9364266939724
Order_No_5252,1140.7906560643385
Order_No_19011,1954.670488713925
Order_No_10683,1259.0170789671545
Order_No_15767,1497.5433750450682
Order_No_10125,1140.7906560643385
Order_No_1780,2579.4766761217825
Order_No_1395,1497.5433750450682
Order_No_3415,1943.693063597081
Order_No_5263,595.3626455109278
Order_No_6191,2584.444225239935
Order_No_6537,1140.7906560643385
Order_No_18416,1584.965293379055
Order_No_28250,1404.9538532225324
Order_No_20308,1584.965293379055
Order_No_4365,1404.9538532225324
Order_No_17564,1497.5433750450682
Order_No_16245,1907.1879056667644
Order_No_28161,860.820708423676
Order_No_17127,498.31110655555744
Order_No_8465,1943.693063597081
Order_No_8855,1404.9538532225324
Order_No_3197,2141.730103526224
Order_No_10926,860.820708423676
Order_No_19899,1584.965293379055
Order_No_14875,1584.965293379055
Order_No_24283,1259.0170789671545
Order_No_12504,2141.730103526224
Order_No_6490,1497.5433750450682
Order_No_23124,1140.7906560643385
Order_No_24948,2312.468287878481
Order_No_557,1907.1879056667644
Order_No_4008,2993.5447000597605
Order_No_26050,1637.9364266939724
Order_No_18010,1259.0170789671545
Order_No_22588,1140.7906560643385
Order_No_13686,2141.730103526224
Order_No_15863,860.820708423676
Order_No_23841,498.31110655555744
Order_No_24356,1404.9538532225324
Order_No_17892,3345.6861591877114
Order_No_5074,1954.670488713925
Order_No_4254,2141.730103526224
Order_No_27863,1404.9538532225324
Order_No_23195,2141.730103526224
Order_No_19275,1140.7906560643385
Order_No_8677,1637.9364266939724
Order_No_11312,1140.7906560643385
Order_No_3768,798.796005882685
Order_No_4518,1404.9538532225324
Order_No_8788,1497.5433750450682
Order_No_6651,1259.0170789671545
Order_No_10199,1140.7906560643385
Order_No_12643,2584.444225239935
Order_No_11349,1404.9538532225324
Order_No_7475,860.820708423676
Order_No_21786,1584.965293379055
Order_No_22526,1259.0170789671545
Order_No_5858,1259.0170789671545
Order_No_21843,1140.7906560643385
Order_No_19003,1259.0170789671545
Order_No_11428,2579.4766761217825
Order_No_9790,1497.5433750450682
Order_No_5958,1404.9538532225324
Order_No_1584,2312.468287878481
Order_No_87,1140.7906560643385
Order_No_17640,498.31110655555744
Order_No_13646,1907.1879056667644
Order_No_23963,860.820708423676
Order_No_15060,1140.7906560643385
Order_No_3406,860.820708423676
Order_No_27259,2255.1769481659967
Order_No_15897,1497.5433750450682
Order_No_14016,1497.5433750450682
Order_No_8539,2467.338666864748
Order_No_9036,1943.693063597081
Order_No_13316,1404.9538532225324
Order_No_26379,860.820708423676
Order_No_24334,1497.5433750450682
Order_No_9210,860.820708423676
Order_No_9930,1584.965293379055
Order_No_7220,1637.9364266939724
Order_No_5576,860.820708423676
Order_No_39,1943.693063597081
Order_No_6465,798.796005882685
Order_No_6429,1140.7906560643385
Order_No_19439,1259.0170789671545
Order_No_7683,1584.965293379055
Order_No_5723,595.3626455109278
Order_No_1536,1404.9538532225324
Order_No_5526,1954.670488713925
Order_No_4095,798.796005882685
Order_No_6575,1584.965293379055
Order_No_20185,860.820708423676
Order_No_7939,798.796005882685
Order_No_19197,1140.7906560643385
Order_No_24755,1497.5433750450682
Order_No_8648,1637.9364266939724
Order_No_12190,2437.2701370328455
Order_No_13630,1637.9364266939724
Order_No_12549,1497.5433750450682
Order_No_19540,798.796005882685
Order_No_25376,1584.965293379055
Order_No_19723,1140.7906560643385
Order_No_15760,2141.730103526224
Order_No_2792,798.796005882685
Order_No_16686,1497.5433750450682
Order_No_16251,1584.965293379055
Order_No_10240,1584.965293379055
Order_No_14598,1497.5433750450682
Order_No_27411,1943.693063597081
Order_No_10243,1497.5433750450682
Order_No_769,1584.965293379055
Order_No_923,1497.5433750450682
Order_No_7565,860.820708423676
Order_No_4850,1259.0170789671545
Order_No_5438,1497.5433750450682
Order_No_15858,2141.730103526224
Order_No_27699,1681.4956619082823
Order_No_21586,3345.6861591877114
Order_No_20598,1907.1879056667644
Order_No_677,860.820708423676
Order_No_14213,1497.5433750450682
Order_No_11397,1637.9364266939724
Order_No_13490,1584.965293379055
Order_No_26563,1497.5433750450682
Order_No_28091,1259.0170789671545
Order_No_282,1907.1879056667644
Order_No_13240,1954.670488713925
Order_No_11454,1584.965293379055
Order_No_18973,1497.5433750450682
Order_No_14912,1497.5433750450682
Order_No_8624,798.796005882685
Order_No_26874,1584.965293379055
Order_No_21486,1584.965293379055
Order_No_6578,1259.0170789671545
Order_No_9873,1140.7906560643385
Order_No_13274,1907.1879056667644
Order_No_20741,1954.670488713925
Order_No_20255,1497.5433750450682
Order_No_12310,1943.693063597081
Order_No_5117,595.3626455109278
Order_No_18893,2141.730103526224
Order_No_786,1404.9538532225324
Order_No_5745,2312.468287878481
Order_No_5518,1681.4956619082823
Order_No_25758,798.796005882685
Order_No_15450,2255.1769481659967
Order_No_16462,1404.9538532225324
Order_No_23107,1497.5433750450682
Order_No_23679,1140.7906560643385
Order_No_13926,1943.693063597081
Order_No_21677,1404.9538532225324
Order_No_3949,1954.670488713925
Order_No_10169,1497.5433750450682
Order_No_5897,1637.9364266939724
Order_No_22325,1637.9364266939724
Order_No_11296,1140.7906560643385
Order_No_16112,1497.5433750450682
Order_No_20966,1140.7906560643385
Order_No_15758,1259.0170789671545
Order_No_5343,1954.670488713925
Order_No_20993,1954.670488713925
Order_No_25191,1140.7906560643385
Order_No_9145,595.3626455109278
Order_No_24603,1584.965293379055
Order_No_15630,860.820708423676
Order_No_12216,1637.9364266939724
Order_No_12712,1943.693063597081
Order_No_21576,1681.4956619082823
Order_No_23822,1404.9538532225324
Order_No_10675,860.820708423676
Order_No_1294,2141.730103526224
Order_No_14310,2141.730103526224
Order_No_4032,1497.5433750450682
Order_No_7107,2579.4766761217825
Order_No_15309,1404.9538532225324
Order_No_24187,2141.730103526224
Order_No_22812,1140.7906560643385
Order_No_605,1681.4956619082823
Order_No_4198,1584.965293379055
Order_No_17273,3681.988639138639
Order_No_27576,1681.4956619082823
Order_No_20612,1954.670488713925
Order_No_17320,595.3626455109278
Order_No_23334,1637.9364266939724
Order_No_11611,1954.670488713925
Order_No_4443,1404.9538532225324
Order_No_4514,595.3626455109278
Order_No_19828,3484.12393915888
Order_No_6459,2579.4766761217825
Order_No_18483,1943.693063597081
Order_No_4504,1404.9538532225324
Order_No_7814,2467.338666864748
Order_No_14554,1497.5433750450682
Order_No_7916,1259.0170789671545
Order_No_22231,498.31110655555744
Order_No_23538,1954.670488713925
Order_No_13962,798.796005882685
Order_No_19650,860.820708423676
Order_No_26678,2312.468287878481
Order_No_24273,2584.444225239935
Order_No_4880,1497.5433750450682
Order_No_7791,1943.693063597081
Order_No_15866,1259.0170789671545
Order_No_2059,1637.9364266939724
Order_No_5899,1943.693063597081
Order_No_14636,1637.9364266939724
Order_No_7286,1404.9538532225324
Order_No_8398,1637.9364266939724
Order_No_10001,1140.7906560643385
Order_No_1324,1404.9538532225324
Order_No_6596,2141.730103526224
Order_No_16904,1497.5433750450682
Order_No_5195,1259.0170789671545
Order_No_18430,1954.670488713925
Order_No_5755,1943.693063597081
Order_No_22502,798.796005882685
Order_No_19956,1954.670488713925
Order_No_9812,860.820708423676
Order_No_21781,798.796005882685
Order_No_19719,798.796005882685
Order_No_1220,1404.9538532225324
Order_No_7770,1584.965293379055
Order_No_20358,3119.4424336148345
Order_No_16267,798.796005882685
Order_No_15725,1140.7906560643385
Order_No_14641,1943.693063597081
Order_No_17654,860.820708423676
Order_No_3571,1584.965293379055
Order_No_16851,595.3626455109278
Order_No_22252,798.796005882685
Order_No_12892,595.3626455109278
Order_No_9029,1404.9538532225324
Order_No_23373,1140.7906560643385
Order_No_21832,2141.730103526224
Order_No_14121,1140.7906560643385
Order_No_6610,1259.0170789671545
Order_No_25857,1954.670488713925
Order_No_3061,798.796005882685
Order_No_27749,1259.0170789671545
Order_No_18092,1497.5433750450682
Order_No_25715,1584.965293379055
Order_No_10350,1637.9364266939724
Order_No_8229,2312.468287878481
Order_No_27857,860.820708423676
Order_No_21721,2312.468287878481
Order_No_24121,1954.670488713925
Order_No_20879,1497.5433750450682
Order_No_17356,860.820708423676
Order_No_13869,1259.0170789671545
Order_No_17421,2141.730103526224
Order_No_19906,1259.0170789671545
Order_No_12999,860.820708423676
Order_No_14200,1404.9538532225324
Order_No_18895,1681.4956619082823
Order_No_14186,860.820708423676
Order_No_16825,860.820708423676
Order_No_19578,1140.7906560643385
Order_No_22169,2467.338666864748
Order_No_8928,2255.1769481659967
Order_No_22970,1584.965293379055
Order_No_5504,3484.12393915888
Order_No_19277,1404.9538532225324
Order_No_15396,1637.9364266939724
Order_No_18969,1943.693063597081
Order_No_3980,1404.9538532225324
Order_No_17306,1497.5433750450682
Order_No_25747,1259.0170789671545
Order_No_2749,1140.7906560643385
Order_No_2453,1584.965293379055
Order_No_8431,860.820708423676
Order_No_24710,1404.9538532225324
Order_No_1013,1681.4956619082823
Order_No_25574,1584.965293379055
Order_No_984,2255.1769481659967
Order_No_18289,2141.730103526224
Order_No_12289,2141.730103526224
Order_No_9789,1954.670488713925
Order_No_22418,2141.730103526224
Order_No_20762,1497.5433750450682
Order_No_8354,1404.9538532225324
Order_No_12910,798.796005882685
Order_No_21283,1140.7906560643385
Order_No_21032,2141.730103526224
Order_No_10111,595.3626455109278
Order_No_16188,1584.965293379055
Order_No_26761,1681.4956619082823
Order_No_25610,1140.7906560643385
Order_No_20686,1140.7906560643385
Order_No_22107,1497.5433750450682
Order_No_7580,1954.670488713925
Order_No_16847,1584.965293379055
Order_No_1449,1943.693063597081
Order_No_10022,1404.9538532225324
Order_No_8689,1140.7906560643385
Order_No_15490,1259.0170789671545
Order_No_20643,595.3626455109278
Order_No_23287,2312.468287878481
Order_No_25576,798.796005882685
Order_No_24590,1497.5433750450682
Order_No_2263,1954.670488713925
Order_No_19336,2141.730103526224
Order_No_18882,2141.730103526224
Order_No_27766,2312.468287878481
Order_No_7801,1584.965293379055
Order_No_19428,1404.9538532225324
Order_No_23924,1584.965293379055
Order_No_15375,2822.7312121212126
Order_No_17196,1404.9538532225324
Order_No_19442,860.820708423676
Order_No_8680,1584.965293379055
Order_No_9759,798.796005882685
Order_No_16868,1584.965293379055
Order_No_11783,2141.730103526224
Order_No_5970,1681.4956619082823
Order_No_7186,1497.5433750450682
Order_No_9644,2584.444225239935
Order_No_27646,860.820708423676
Order_No_23592,1497.5433750450682
Order_No_3984,1259.0170789671545
Order_No_27071,1907.1879056667644
Order_No_5488,1681.4956619082823
Order_No_25210,595.3626455109278
Order_No_23985,1907.1879056667644
Order_No_18009,1259.0170789671545
Order_No_25282,1140.7906560643385
Order_No_2029,2584.444225239935
Order_No_17703,1404.9538532225324
Order_No_22539,1140.7906560643385
Order_No_16883,3119.4424336148345
Order_No_17083,2467.338666864748
Order_No_10193,1140.7906560643385
Order_No_25629,2467.338666864748
Order_No_784,860.820708423676
Order_No_13429,1497.5433750450682
Order_No_3427,1584.965293379055
Order_No_21473,1404.9538532225324
Order_No_1162,2312.468287878481
Order_No_604,1584.965293379055
Order_No_11781,1637.9364266939724
Order_No_14298,1404.9538532225324
Order_No_9695,1584.965293379055
Order_No_6582,1497.5433750450682
Order_No_25726,1259.0170789671545
Order_No_11901,1497.5433750450682
Order_No_27638,1497.5433750450682
Order_No_3773,1943.693063597081
Order_No_16833,1140.7906560643385
Order_No_15992,595.3626455109278
Order_No_25710,1259.0170789671545
Order_No_27634,1681.4956619082823
Order_No_1867,1637.9364266939724
Order_No_11273,1584.965293379055
Order_No_25598,1404.9538532225324
Order_No_10946,2141.730103526224
Order_No_804,1584.965293379055
Order_No_23033,1497.5433750450682
Order_No_8896,798.796005882685
Order_No_4580,2255.1769481659967
Order_No_127,1954.670488713925
Order_No_13178,1943.693063597081
Order_No_15234,1259.0170789671545
Order_No_8813,860.820708423676
Order_No_20137,798.796005882685
Order_No_6985,1637.9364266939724
Order_No_12502,1681.4956619082823
Order_No_319,1954.670488713925
Order_No_28068,2312.468287878481
Order_No_12463,1404.9538532225324
Order_No_19344,1497.5433750450682
Order_No_19624,2467.338666864748
Order_No_23577,1259.0170789671545
Order_No_21017,1943.693063597081
Order_No_11014,1404.9538532225324
Order_No_26841,1497.5433750450682
Order_No_18107,1497.5433750450682
Order_No_9527,1140.7906560643385
Order_No_15093,1907.1879056667644
Order_No_24254,1681.4956619082823
Order_No_1434,1140.7906560643385
Order_No_7131,2312.468287878481
Order_No_5297,860.820708423676
Order_No_13640,1637.9364266939724
Order_No_11893,2467.338666864748
Order_No_22940,1259.0170789671545
Order_No_26272,1497.5433750450682
Order_No_9408,860.820708423676
Order_No_15094,1681.4956619082823
Order_No_9956,2584.444225239935
Order_No_21383,1497.5433750450682
Order_No_19182,1907.1879056667644
Order_No_16683,2579.4766761217825
Order_No_16381,1497.5433750450682
Order_No_16445,2467.338666864748
Order_No_6257,1140.7906560643385
Order_No_23651,1637.9364266939724
Order_No_13317,1497.5433750450682
Order_No_20291,1404.9538532225324
Order_No_22958,1404.9538532225324
Order_No_14227,1943.693063597081
Order_No_11052,2579.4766761217825
Order_No_4685,1140.7906560643385
Order_No_7783,1943.693063597081
Order_No_14157,2584.444225239935
Order_No_21015,798.796005882685
Order_No_2556,1140.7906560643385
Order_No_14255,1584.965293379055
Order_No_22151,2467.338666864748
Order_No_10327,1637.9364266939724
Order_No_10546,860.820708423676
Order_No_24729,2312.468287878481
Order_No_9010,1404.9538532225324
Order_No_1964,1259.0170789671545
Order_No_24782,1584.965293379055
Order_No_2574,1681.4956619082823
Order_No_21982,1259.0170789671545
Order_No_2550,3484.12393915888
Order_No_17017,2141.730103526224
Order_No_15755,1404.9538532225324
Order_No_19444,1140.7906560643385
Order_No_3554,2141.730103526224
Order_No_3943,860.820708423676
Order_No_26262,1584.965293379055
Order_No_25343,2255.1769481659967
Order_No_8346,798.796005882685
Order_No_7348,1637.9364266939724
Order_No_16703,1681.4956619082823
Order_No_25165,2255.1769481659967
Order_No_11181,1907.1879056667644
Order_No_19522,1259.0170789671545
Order_No_6242,1259.0170789671545
Order_No_16029,1497.5433750450682
Order_No_10140,798.796005882685
Order_No_19028,2141.730103526224
Order_No_25988,2467.338666864748
Order_No_5306,798.796005882685
Order_No_15537,1497.5433750450682
Order_No_7132,1637.9364266939724
Order_No_4515,2312.468287878481
Order_No_22468,1404.9538532225324
Order_No_26150,2467.338666864748
Order_No_8176,1497.5433750450682
Order_No_21218,1637.9364266939724
Order_No_12390,1681.4956619082823
Order_No_27507,1584.965293379055
Order_No_4122,1404.9538532225324
Order_No_6798,2312.468287878481
Order_No_26188,1584.965293379055
Order_No_19274,1404.9538532225324
Order_No_25521,1584.965293379055
Order_No_24949,1497.5433750450682
Order_No_16309,1907.1879056667644
Order_No_22873,595.3626455109278
Order_No_2095,1943.693063597081
Order_No_9436,798.796005882685
Order_No_18053,2467.338666864748
Order_No_1063,595.3626455109278
Order_No_3875,1140.7906560643385
Order_No_2647,2141.730103526224
Order_No_7628,1404.9538532225324
Order_No_20941,860.820708423676
Order_No_22306,798.796005882685
Order_No_1563,1497.5433750450682
Order_No_17036,1140.7906560643385
Order_No_22179,1584.965293379055
Order_No_2109,1259.0170789671545
Order_No_2777,2255.1769481659967
Order_No_9379,2312.468287878481
Order_No_3866,1584.965293379055
Order_No_20297,1140.7906560643385
Order_No_10280,860.820708423676
Order_No_6937,1140.7906560643385
Order_No_9335,1637.9364266939724
Order_No_614,1943.693063597081
Order_No_16042,2141.730103526224
Order_No_935,798.796005882685
Order_No_8282,798.796005882685
Order_No_8974,1404.9538532225324
Order_No_5904,1584.965293379055
Order_No_12844,1907.1879056667644
Order_No_256,798.796005882685
Order_No_14050,1259.0170789671545
Order_No_4829,1404.9538532225324
Order_No_20977,2467.338666864748
Order_No_19789,1259.0170789671545
Order_No_24015,1259.0170789671545
Order_No_23868,1681.4956619082823
Order_No_4842,498.31110655555744
Order_No_22210,1404.9538532225324
Order_No_23354,4345.800000000001
Order_No_6577,1497.5433750450682
Order_No_12378,1907.1879056667644
Order_No_25530,1140.7906560643385
Order_No_24984,595.3626455109278
Order_No_12714,1497.5433750450682
Order_No_26084,1259.0170789671545
Order_No_23984,1681.4956619082823
Order_No_2036,1497.5433750450682
Order_No_6670,3119.4424336148345
Order_No_22080,860.820708423676
Order_No_15856,860.820708423676
Order_No_18926,595.3626455109278
Order_No_21966,1584.965293379055
Order_No_4115,2997.7017061657116
Order_No_8474,1943.693063597081
Order_No_17315,1404.9538532225324
Order_No_19890,1584.965293379055
Order_No_23923,1681.4956619082823
Order_No_8126,2628.795828732451
Order_No_17643,1584.965293379055
Order_No_14091,1497.5433750450682
Order_No_11744,1259.0170789671545
Order_No_16828,1140.7906560643385
Order_No_21117,1497.5433750450682
Order_No_27658,1497.5433750450682
Order_No_9340,2467.338666864748
Order_No_27096,1637.9364266939724
Order_No_1501,2312.468287878481
Order_No_1457,1954.670488713925
Order_No_22930,1497.5433750450682
Order_No_8646,798.796005882685
Order_No_9511,1637.9364266939724
Order_No_26094,1259.0170789671545
Order_No_7002,1404.9538532225324
Order_No_15749,1404.9538532225324
Order_No_2644,1954.670488713925
Order_No_18704,1637.9364266939724
Order_No_10368,1943.693063597081
Order_No_3453,1140.7906560643385
Order_No_27734,798.796005882685
Order_No_24946,798.796005882685
Order_No_27772,1954.670488713925
Order_No_11578,1259.0170789671545
Order_No_12446,1259.0170789671545
Order_No_2705,860.820708423676
Order_No_7376,798.796005882685
Order_No_1066,1681.4956619082823
Order_No_3756,1140.7906560643385
Order_No_2753,1943.693063597081
Order_No_16430,2584.444225239935
Order_No_10795,1140.7906560643385
Order_No_19401,2255.1769481659967
Order_No_4572,1497.5433750450682
Order_No_2411,1404.9538532225324
Order_No_9352,2141.730103526224
Order_No_21900,1404.9538532225324
Order_No_24512,1637.9364266939724
Order_No_25323,2141.730103526224
Order_No_14387,1140.7906560643385
Order_No_18508,1140.7906560643385
Order_No_20206,2467.338666864748
Order_No_18088,1943.693063597081
Order_No_7280,2467.338666864748
Order_No_23298,1404.9538532225324
Order_No_3003,595.3626455109278
Order_No_26178,498.31110655555744
Order_No_6280,798.796005882685
Order_No_6436,1907.1879056667644
Order_No_21055,1497.5433750450682
Order_No_24393,1140.7906560643385
Order_No_13353,1259.0170789671545
Order_No_6887,1404.9538532225324
Order_No_25408,1404.9538532225324
Order_No_27884,1259.0170789671545
Order_No_19519,1681.4956619082823
Order_No_3290,798.796005882685
Order_No_23436,1954.670488713925
Order_No_18966,498.31110655555744
Order_No_829,1954.670488713925
Order_No_1880,1584.965293379055
Order_No_23337,1907.1879056667644
Order_No_7576,1584.965293379055
Order_No_8810,2579.4766761217825
Order_No_15795,2467.338666864748
Order_No_19469,1140.7906560643385
Order_No_2487,1954.670488713925
Order_No_17502,1584.965293379055
Order_No_17132,1954.670488713925
Order_No_21254,2993.5447000597605
Order_No_10442,1681.4956619082823
Order_No_10312,1259.0170789671545
Order_No_27410,860.820708423676
Order_No_11326,1404.9538532225324
Order_No_12760,2437.2701370328455
Order_No_6499,1259.0170789671545
Order_No_12145,1681.4956619082823
Order_No_4070,1497.5433750450682
Order_No_21361,3345.6861591877114
Order_No_19555,860.820708423676
Order_No_7370,1140.7906560643385
Order_No_27330,1907.1879056667644
Order_No_6142,1497.5433750450682
Order_No_14565,1681.4956619082823
Order_No_26825,2255.1769481659967
Order_No_1174,798.796005882685
Order_No_13671,1497.5433750450682
Order_No_19314,1404.9538532225324
Order_No_16314,1259.0170789671545
Order_No_6211,1637.9364266939724
Order_No_12870,2312.468287878481
Order_No_27248,860.820708423676
Order_No_4654,1497.5433750450682
Order_No_15448,2312.468287878481
Order_No_13690,1584.965293379055
Order_No_23109,798.796005882685
Order_No_27343,2255.1769481659967
Order_No_19496,2467.338666864748
Order_No_18710,1681.4956619082823
Order_No_6986,1943.693063597081
Order_No_16459,1497.5433750450682
Order_No_28208,1497.5433750450682
Order_No_16564,1404.9538532225324
Order_No_23282,860.820708423676
Order_No_8309,1584.965293379055
Order_No_16616,860.820708423676
Order_No_21391,1637.9364266939724
Order_No_28223,1637.9364266939724
Order_No_10533,1584.965293379055
Order_No_9456,1404.9538532225324
Order_No_2221,2437.2701370328455
Order_No_25138,2312.468287878481
Order_No_18298,1259.0170789671545
Order_No_9510,860.820708423676
Order_No_2485,2780.006870211746
Order_No_27327,860.820708423676
Order_No_18819,860.820708423676
Order_No_2028,1943.693063597081
Order_No_6571,2467.338666864748
Order_No_28006,2467.338666864748
Order_No_24967,1140.7906560643385
Order_No_1444,2467.338666864748
Order_No_20501,2312.468287878481
Order_No_15671,1681.4956619082823
Order_No_1033,798.796005882685
Order_No_2136,1140.7906560643385
Order_No_1601,1259.0170789671545
Order_No_3174,3100.5507548640676
Order_No_23725,1584.965293379055
Order_No_20705,798.796005882685
Order_No_8881,3345.6861591877114
Order_No_23904,1497.5433750450682
Order_No_4742,798.796005882685
Order_No_10182,1404.9538532225324
Order_No_20877,1259.0170789671545
Order_No_20107,1140.7906560643385
Order_No_25174,798.796005882685
Order_No_992,1497.5433750450682
Order_No_25564,860.820708423676
Order_No_13620,1404.9538532225324
Order_No_25209,2584.444225239935
Order_No_7631,1140.7906560643385
Order_No_6886,1404.9538532225324
Order_No_2227,595.3626455109278
Order_No_9777,1404.9538532225324
Order_No_5450,2255.1769481659967
Order_No_26499,1907.1879056667644
Order_No_15936,860.820708423676
Order_No_8849,1954.670488713925
Order_No_11169,2437.2701370328455
Order_No_4819,860.820708423676
Order_No_18974,2579.4766761217825
Order_No_5098,1584.965293379055
Order_No_27586,1681.4956619082823
Order_No_15052,1140.7906560643385
Order_No_3052,595.3626455109278
Order_No_11165,2141.730103526224
Order_No_5241,1907.1879056667644
Order_No_3395,2780.006870211746
Order_No_22174,1497.5433750450682
Order_No_12260,2997.7017061657116
Order_No_18668,1497.5433750450682
Order_No_27246,1497.5433750450682
Order_No_15071,1140.7906560643385
Order_No_22211,1584.965293379055
Order_No_26363,1140.7906560643385
Order_No_5779,2255.1769481659967
Order_No_13413,1497.5433750450682
Order_No_12810,1497.5433750450682
Order_No_26119,1259.0170789671545
Order_No_13151,1584.965293379055
Order_No_10631,1140.7906560643385
Order_No_3649,1907.1879056667644
Order_No_14329,1404.9538532225324
Order_No_2248,1140.7906560643385
Order_No_15215,1140.7906560643385
Order_No_10649,1681.4956619082823
Order_No_12531,1584.965293379055
Order_No_20424,1140.7906560643385
Order_No_25851,1140.7906560643385
Order_No_1657,1954.670488713925
Order_No_9925,860.820708423676
Order_No_7860,3237.456531990905
Order_No_15403,1497.5433750450682
Order_No_8544,860.820708423676
Order_No_18308,1404.9538532225324
Order_No_23126,595.3626455109278
Order_No_26875,1140.7906560643385
Order_No_11533,1259.0170789671545
Order_No_8815,595.3626455109278
Order_No_24322,595.3626455109278
Order_No_20793,1681.4956619082823
Order_No_3402,2255.1769481659967
Order_No_18786,1681.4956619082823
Order_No_17095,1140.7906560643385
Order_No_16441,2141.730103526224
Order_No_22795,1637.9364266939724
Order_No_19926,1140.7906560643385
Order_No_9111,1404.9538532225324
Order_No_27945,2437.2701370328455
Order_No_5614,1497.5433750450682
Order_No_15547,860.820708423676
Order_No_25790,2141.730103526224
Order_No_20766,595.3626455109278
Order_No_20374,2141.730103526224
Order_No_18385,1259.0170789671545
Order_No_18143,1943.693063597081
Order_No_4835,1681.4956619082823
Order_No_21379,2312.468287878481
Order_No_5444,2780.006870211746
Order_No_3401,1497.5433750450682
Order_No_6604,2579.4766761217825
Order_No_6496,860.820708423676
Order_No_213,1681.4956619082823
Order_No_10714,1954.670488713925
Order_No_7152,798.796005882685
Order_No_82,1404.9538532225324
Order_No_1790,860.820708423676
Order_No_13605,3484.12393915888
Order_No_26575,2579.4766761217825
Order_No_27651,2579.4766761217825
Order_No_3745,1943.693063597081
Order_No_25540,1259.0170789671545
Order_No_22822,1259.0170789671545
Order_No_2919,595.3626455109278
Order_No_27152,1584.965293379055
Order_No_17411,1637.9364266939724
Order_No_23888,1140.7906560643385
Order_No_19412,1497.5433750450682
Order_No_16996,1497.5433750450682
Order_No_18132,798.796005882685
Order_No_8127,1259.0170789671545
Order_No_7491,1404.9538532225324
Order_No_11113,798.796005882685
Order_No_23426,1954.670488713925
Order_No_27153,1907.1879056667644
Order_No_5242,2467.338666864748
Order_No_8602,2255.1769481659967
Order_No_9363,1497.5433750450682
Order_No_13981,1140.7906560643385
Order_No_6513,860.820708423676
Order_No_1027,860.820708423676
Order_No_12745,1497.5433750450682
Order_No_20160,860.820708423676
Order_No_11461,1637.9364266939724
Order_No_22626,2780.006870211746
Order_No_19672,2141.730103526224
Order_No_8299,1140.7906560643385
Order_No_26611,2141.730103526224
Order_No_17269,1140.7906560643385
Order_No_21804,1584.965293379055
Order_No_5698,498.31110655555744
Order_No_27035,798.796005882685
Order_No_17814,1954.670488713925
Order_No_12374,1497.5433750450682
Order_No_280,498.31110655555744
Order_No_15243,1954.670488713925
Order_No_22552,1140.7906560643385
Order_No_12938,1259.0170789671545
Order_No_17756,1259.0170789671545
Order_No_9958,2312.468287878481
Order_No_21572,1497.5433750450682
Order_No_13788,860.820708423676
Order_No_21698,1497.5433750450682
Order_No_4568,1259.0170789671545
Order_No_18326,860.820708423676
Order_No_22621,1497.5433750450682
Order_No_22518,1497.5433750450682
Order_No_21981,860.820708423676
Order_No_19943,2141.730103526224
Order_No_1906,1954.670488713925
Order_No_27227,1497.5433750450682
Order_No_3704,1404.9538532225324
Order_No_10015,1140.7906560643385
Order_No_4591,1404.9538532225324
Order_No_11021,1140.7906560643385
Order_No_9435,3100.5507548640676
Order_No_12606,1497.5433750450682
Order_No_8719,1584.965293379055
